t_run_s,state,e_y_m,heading_error_rad,v_x_mps,steering_cmd_rad,speed_cmd_mps,mpc_solve_time_ms,pos_x_m,pos_y_m,lap_idx
4.3087,RUNNING_PP,2.61642,-0.01163,0.5609,-0.25655,21.4788,3.0150,-384.21246,-234.64027,0
4.3287,RUNNING_PP,2.61507,-0.01429,0.5980,-0.25535,21.4363,3.0150,-384.19995,-234.62552,0
4.3490,RUNNING_PP,2.61356,-0.01718,0.6373,-0.25242,21.3595,3.0150,-384.18655,-234.60980,0
4.3690,RUNNING_PP,2.61185,-0.02013,0.6810,-0.25242,21.3595,3.0150,-384.17215,-234.59306,0
4.3884,RUNNING_PP,2.60790,-0.02013,0.7701,-0.25083,21.3157,3.0150,-384.14023,-234.55624,0
4.4086,RUNNING_PP,2.60562,-0.02976,0.8266,-0.24551,21.1695,3.0150,-384.12271,-234.53624,0
4.4287,RUNNING_PP,2.60310,-0.03322,0.8628,-0.24551,21.1695,3.0150,-384.10413,-234.51517,0
4.4496,RUNNING_PP,2.60310,-0.03322,0.9194,-0.24355,21.1333,3.0150,-384.08447,-234.49290,0
4.4686,RUNNING_PP,2.59429,-0.04517,1.0113,-0.24140,21.0765,3.0150,-384.04163,-234.44490,0
4.4887,RUNNING_PP,2.59081,-0.04952,1.0722,-0.23669,20.9843,3.0150,-384.01840,-234.41913,0
4.5086,RUNNING_PP,2.58700,-0.04952,1.1053,-0.23413,20.9233,0.7150,-383.99402,-234.39233,0
4.5287,RUNNING_PP,2.58280,-0.05888,1.1713,-0.23146,20.8901,0.7150,-383.96823,-234.36429,0
4.5484,RUNNING_PP,2.57828,-0.06347,1.2281,-0.22862,20.8241,0.4936,-383.94119,-234.33507,0
4.5685,RUNNING_PP,2.57342,-0.06347,1.2684,-0.22576,20.7670,0.4936,-383.91293,-234.30476,0
4.5886,RUNNING_PP,2.56777,-0.07342,1.3455,-0.22274,20.7267,0.4936,-383.88272,-234.27312,0
4.6088,RUNNING_PP,2.56213,-0.07860,1.3898,-0.21976,20.6507,0.4352,-383.85150,-234.24010,0
4.6289,RUNNING_PP,2.54941,-0.08923,1.5100,-0.21678,20.6061,0.4352,-383.78476,-234.17062,0
4.6487,RUNNING_PP,2.54229,-0.09484,1.5649,-0.20713,20.4299,0.6889,-383.74915,-234.13411,0
4.6686,RUNNING_PP,2.53466,-0.10039,1.6252,-0.20713,20.4299,0.6889,-383.71204,-234.09642,0
4.6885,RUNNING_PP,2.52643,-0.10613,1.6884,-0.20370,20.3697,0.6889,-383.67331,-234.05754,0
